run_name,model,model_display,subject_count,n_subjects_requested,ablation_seed,selected_subjects,selected_subjects_key,n_folds,oof_auc,oof_accuracy,oof_balanced_accuracy,oof_f1,global_threshold,threshold_used,n_oof_samples,run_dir
cnn_0800_250hz_nsubj02_seed001,cnn,CNN-v1,2.0,2.0,1.0,"['OLW10', 'QFT39']",OLW10|QFT39,2.0,0.548914273323035,0.544560540872772,0.5437726598386342,0.47558386411889597,0.492,0.492,3254,/content/drive/MyDrive/Colab_Notebooks/DERCo/outputs/runs/subject_ablation/cnn/nsubj02/seed001
cnn_0800_250hz_nsubj02_seed002,cnn,CNN-v1,2.0,2.0,2.0,"['LYY64', 'TRA37']",LYY64|TRA37,2.0,0.5569509672456627,0.5454545454545454,0.5465132379081299,0.5711678832116789,0.433,0.433,3102,/content/drive/MyDrive/Colab_Notebooks/DERCo/outputs/runs/subject_ablation/cnn/nsubj02/seed002
cnn_0800_250hz_nsubj02_seed003,cnn,CNN-v1,2.0,2.0,3.0,"['HMK96', 'SIT48']",HMK96|SIT48,2.0,0.5260127117035012,0.5322080606269376,0.5313762626262626,0.5782608695652174,0.525,0.525,2903,/content/drive/MyDrive/Colab_Notebooks/DERCo/outputs/runs/subject_ablation/cnn/nsubj02/seed003
cnn_0800_250hz_nsubj02_seed004,cnn,CNN-v1,2.0,2.0,4.0,"['SAB93', 'WHR08']",SAB93|WHR08,2.0,0.5229587940303448,0.5271389144434223,0.5258687563720087,0.47010309278350515,0.517,0.517,3261,/content/drive/MyDrive/Colab_Notebooks/DERCo/outputs/runs/subject_ablation/cnn/nsubj02/seed004
cnn_0800_250hz_nsubj02_seed005,cnn,CNN-v1,2.0,2.0,5.0,"['RRO98', 'TRA37']",RRO98|TRA37,2.0,0.5248189445722766,0.5264659270998415,0.528316240800503,0.5651920838183935,0.47600000000000003,0.47600000000000003,3155,/content/drive/MyDrive/Colab_Notebooks/DERCo/outputs/runs/subject_ablation/cnn/nsubj02/seed005
cnn_0800_250hz_nsubj04_seed001,cnn,CNN-v1,4.0,4.0,1.0,"['NXB64', 'OLW10', 'SAB93', 'WJX11']",NXB64|OLW10|SAB93|WJX11,4.0,0.544083335873776,0.5379310344827586,0.5376155935162146,0.5235003092145949,0.497,0.497,6670,/content/drive/MyDrive/Colab_Notebooks/DERCo/outputs/runs/subject_ablation/cnn/nsubj04/seed001
cnn_0800_250hz_nsubj04_seed002,cnn,CNN-v1,4.0,4.0,2.0,"['HMK96', 'LYY64', 'MNY88', 'SAB93']",HMK96|LYY64|MNY88|SAB93,4.0,0.553401951887265,0.5420602789023842,0.542214441375477,0.5518051071323745,0.489,0.489,6669,/content/drive/MyDrive/Colab_Notebooks/DERCo/outputs/runs/subject_ablation/cnn/nsubj04/seed002
cnn_0800_250hz_nsubj04_seed003,cnn,CNN-v1,4.0,4.0,3.0,"['HMK96', 'LRK01', 'LYY64', 'SAB93']",HMK96|LRK01|LYY64|SAB93,4.0,0.5522010258249346,0.5444801714898178,0.5443888452698427,0.5363877201184354,0.494,0.494,6531,/content/drive/MyDrive/Colab_Notebooks/DERCo/outputs/runs/subject_ablation/cnn/nsubj04/seed003
cnn_0800_250hz_nsubj04_seed004,cnn,CNN-v1,4.0,4.0,4.0,"['QFT39', 'QPI83', 'TRA37', 'UJM92']",QFT39|QPI83|TRA37|UJM92,4.0,0.57272443912721,0.5602052268718936,0.5576483307804436,0.490432844138956,0.499,0.499,6237,/content/drive/MyDrive/Colab_Notebooks/DERCo/outputs/runs/subject_ablation/cnn/nsubj04/seed004
cnn_0800_250hz_nsubj04_seed005,cnn,CNN-v1,4.0,4.0,5.0,"['DGR11', 'QPI83', 'SAB93', 'TRA37']",DGR11|QPI83|SAB93|TRA37,4.0,0.5404065475417981,0.5393222506393862,0.5357722831421058,0.45540438397581257,0.502,0.502,6256,/content/drive/MyDrive/Colab_Notebooks/DERCo/outputs/runs/subject_ablation/cnn/nsubj04/seed005
cnn_0800_250hz_nsubj06_seed001,cnn,CNN-v1,6.0,6.0,1.0,"['DGR11', 'JPY86', 'MRB47', 'NXB64', 'RRO98', 'UJM92']",DGR11|JPY86|MRB47|NXB64|RRO98|UJM92,5.0,0.5378969748187679,0.5321983715766099,0.5293398337696056,0.4623237724842003,0.494,0.494,9457,/content/drive/MyDrive/Colab_Notebooks/DERCo/outputs/runs/subject_ablation/cnn/nsubj06/seed001
cnn_0800_250hz_nsubj06_seed002,cnn,CNN-v1,6.0,6.0,2.0,"['HMK96', 'LRK01', 'LYY64', 'NXB64', 'QPI83', 'TRA37']",HMK96|LRK01|LYY64|NXB64|QPI83|TRA37,5.0,0.5592336090885286,0.5425877422734416,0.5445298129286522,0.5816404752778842,0.481,0.481,9545,/content/drive/MyDrive/Colab_Notebooks/DERCo/outputs/runs/subject_ablation/cnn/nsubj06/seed002
cnn_0800_250hz_nsubj06_seed003,cnn,CNN-v1,6.0,6.0,3.0,"['HMK96', 'JPY86', 'LRK01', 'QPI83', 'TRA37', 'WHR08']",HMK96|JPY86|LRK01|QPI83|TRA37|WHR08,5.0,0.55616906538273,0.5468548039638087,0.5470726132295489,0.5485567120935723,0.491,0.491,9284,/content/drive/MyDrive/Colab_Notebooks/DERCo/outputs/runs/subject_ablation/cnn/nsubj06/seed003
cnn_0800_250hz_nsubj06_seed004,cnn,CNN-v1,6.0,6.0,4.0,"['OLW10', 'QFT39', 'SIT48', 'TRA37', 'UJM92', 'WJX11']",OLW10|QFT39|SIT48|TRA37|UJM92|WJX11,5.0,0.5579264781354736,0.5473603336626056,0.5475854932017454,0.5605285592497868,0.496,0.496,9111,/content/drive/MyDrive/Colab_Notebooks/DERCo/outputs/runs/subject_ablation/cnn/nsubj06/seed004
cnn_0800_250hz_nsubj06_seed005,cnn,CNN-v1,6.0,6.0,5.0,"['DGR11', 'NXB64', 'OLW10', 'QFT39', 'RRO98', 'SAB93']",DGR11|NXB64|OLW10|QFT39|RRO98|SAB93,5.0,0.5505407875555612,0.5386166565839887,0.5385445206593822,0.5324887617490806,0.495,0.495,9918,/content/drive/MyDrive/Colab_Notebooks/DERCo/outputs/runs/subject_ablation/cnn/nsubj06/seed005
cnn_0800_250hz_nsubj08_seed001,cnn,CNN-v1,8.0,8.0,1.0,"['DGR11', 'JPY86', 'MNY88', 'MRB47', 'QFT39', 'SIT48', 'WHR08', 'WJX11']",DGR11|JPY86|MNY88|MRB47|QFT39|SIT48|WHR08|WJX11,5.0,0.5509134606438241,0.5360431356283699,0.535870943617359,0.5249299244032957,0.5,0.5,12055,/content/drive/MyDrive/Colab_Notebooks/DERCo/outputs/runs/subject_ablation/cnn/nsubj08/seed001
cnn_0800_250hz_nsubj08_seed002,cnn,CNN-v1,8.0,8.0,2.0,"['HMK96', 'LRK01', 'LYY64', 'MRB47', 'NXB64', 'QFT39', 'SIT48', 'WJX11']",HMK96|LRK01|LYY64|MRB47|NXB64|QFT39|SIT48|WJX11,5.0,0.5497981950080413,0.5388105655485335,0.5388136560882631,0.5370099235399381,0.492,0.492,12342,/content/drive/MyDrive/Colab_Notebooks/DERCo/outputs/runs/subject_ablation/cnn/nsubj08/seed002
cnn_0800_250hz_nsubj08_seed003,cnn,CNN-v1,8.0,8.0,3.0,"['HMK96', 'JPY86', 'LRK01', 'OLW10', 'QPI83', 'SAB93', 'TRA37', 'WHR08']",HMK96|JPY86|LRK01|OLW10|QPI83|SAB93|TRA37|WHR08,5.0,0.5437937055691705,0.5348229141906347,0.5335062111169411,0.4859469398476491,0.499,0.499,12621,/content/drive/MyDrive/Colab_Notebooks/DERCo/outputs/runs/subject_ablation/cnn/nsubj08/seed003
cnn_0800_250hz_nsubj08_seed004,cnn,CNN-v1,8.0,8.0,4.0,"['HMK96', 'NXB64', 'RRO98', 'SAB93', 'SIT48', 'TRA37', 'UJM92', 'WHR08']",HMK96|NXB64|RRO98|SAB93|SIT48|TRA37|UJM92|WHR08,5.0,0.5431753531360739,0.5363066423299738,0.5374354321722803,0.5707779328582973,0.485,0.485,12601,/content/drive/MyDrive/Colab_Notebooks/DERCo/outputs/runs/subject_ablation/cnn/nsubj08/seed004
cnn_0800_250hz_nsubj08_seed005,cnn,CNN-v1,8.0,8.0,5.0,"['DGR11', 'MNY88', 'NXB64', 'OLW10', 'QFT39', 'QPI83', 'RRO98', 'TRA37']",DGR11|MNY88|NXB64|OLW10|QFT39|QPI83|RRO98|TRA37,5.0,0.5782351901099051,0.5590987057539373,0.5592218523067428,0.5571305505521185,0.489,0.489,12826,/content/drive/MyDrive/Colab_Notebooks/DERCo/outputs/runs/subject_ablation/cnn/nsubj08/seed005
cnn_0800_250hz_nsubj10_seed001,cnn,CNN-v1,10.0,10.0,1.0,"['DGR11', 'JPY86', 'LYY64', 'MNY88', 'OLW10', 'RRO98', 'SAB93', 'UJM92', 'WHR08', 'WJX11']",DGR11|JPY86|LYY64|MNY88|OLW10|RRO98|SAB93|UJM92|WHR08|WJX11,5.0,0.5549764482723919,0.5413918510756334,0.5406047791172351,0.5107837980010521,0.498,0.498,16223,/content/drive/MyDrive/Colab_Notebooks/DERCo/outputs/runs/subject_ablation/cnn/nsubj10/seed001
cnn_0800_250hz_nsubj10_seed002,cnn,CNN-v1,10.0,10.0,2.0,"['HMK96', 'JPY86', 'LRK01', 'MNY88', 'MRB47', 'NXB64', 'QPI83', 'RRO98', 'UJM92', 'WHR08']",HMK96|JPY86|LRK01|MNY88|MRB47|NXB64|QPI83|RRO98|UJM92|WHR08,5.0,0.5546297888182482,0.5435071090047393,0.5428582156683854,0.5220325526002382,0.495,0.495,15825,/content/drive/MyDrive/Colab_Notebooks/DERCo/outputs/runs/subject_ablation/cnn/nsubj10/seed002
cnn_0800_250hz_nsubj10_seed003,cnn,CNN-v1,10.0,10.0,3.0,"['DGR11', 'HMK96', 'JPY86', 'NXB64', 'QFT39', 'RRO98', 'SAB93', 'SIT48', 'WHR08', 'WJX11']",DGR11|HMK96|JPY86|NXB64|QFT39|RRO98|SAB93|SIT48|WHR08|WJX11,5.0,0.5473085488657703,0.5355821681610132,0.5352740754184115,0.5181185349033895,0.502,0.502,15949,/content/drive/MyDrive/Colab_Notebooks/DERCo/outputs/runs/subject_ablation/cnn/nsubj10/seed003
cnn_0800_250hz_nsubj10_seed004,cnn,CNN-v1,10.0,10.0,4.0,"['HMK96', 'MRB47', 'NXB64', 'QFT39', 'QPI83', 'RRO98', 'SAB93', 'SIT48', 'TRA37', 'WJX11']",HMK96|MRB47|NXB64|QFT39|QPI83|RRO98|SAB93|SIT48|TRA37|WJX11,5.0,0.5410935088611868,0.5374114945461504,0.536497429431662,0.4995169082125604,0.499,0.499,15677,/content/drive/MyDrive/Colab_Notebooks/DERCo/outputs/runs/subject_ablation/cnn/nsubj10/seed004
cnn_0800_250hz_nsubj10_seed005,cnn,CNN-v1,10.0,10.0,5.0,"['DGR11', 'LYY64', 'MRB47', 'NXB64', 'OLW10', 'QFT39', 'SAB93', 'TRA37', 'WHR08', 'WJX11']",DGR11|LYY64|MRB47|NXB64|OLW10|QFT39|SAB93|TRA37|WHR08|WJX11,5.0,0.5474207549877712,0.5316055625790139,0.533703469985954,0.5787379192723138,0.47400000000000003,0.47400000000000003,15820,/content/drive/MyDrive/Colab_Notebooks/DERCo/outputs/runs/subject_ablation/cnn/nsubj10/seed005
cnn_0800_250hz_nsubj12_seed001,cnn,CNN-v1,12.0,12.0,1.0,"['DGR11', 'HMK96', 'LRK01', 'LYY64', 'MRB47', 'NXB64', 'QFT39', 'QPI83', 'SIT48', 'TRA37', 'UJM92', 'WHR08']",DGR11|HMK96|LRK01|LYY64|MRB47|NXB64|QFT39|QPI83|SIT48|TRA37|UJM92|WHR08,5.0,0.617171610463196,0.5848010437051533,0.584811835576997,0.5808823529411765,0.49,0.49,18396,/content/drive/MyDrive/Colab_Notebooks/DERCo/outputs/runs/subject_ablation/cnn/nsubj12/seed001
cnn_0800_250hz_nsubj12_seed002,cnn,CNN-v1,12.0,12.0,2.0,"['DGR11', 'HMK96', 'JPY86', 'LYY64', 'MNY88', 'QFT39', 'RRO98', 'SAB93', 'SIT48', 'TRA37', 'UJM92', 'WJX11']",DGR11|HMK96|JPY86|LYY64|MNY88|QFT39|RRO98|SAB93|SIT48|TRA37|UJM92|WJX11,5.0,0.606824529807729,0.5810938981979133,0.5811005640610118,0.5792760372565622,0.498,0.498,18978,/content/drive/MyDrive/Colab_Notebooks/DERCo/outputs/runs/subject_ablation/cnn/nsubj12/seed002
cnn_0800_250hz_nsubj12_seed003,cnn,CNN-v1,12.0,12.0,3.0,"['DGR11', 'HMK96', 'JPY86', 'MNY88', 'NXB64', 'OLW10', 'QFT39', 'QPI83', 'RRO98', 'TRA37', 'UJM92', 'WHR08']",DGR11|HMK96|JPY86|MNY88|NXB64|OLW10|QFT39|QPI83|RRO98|TRA37|UJM92|WHR08,5.0,0.620411943757573,0.5890125897409219,0.5894002117706867,0.5934540963359407,0.47500000000000003,0.47500000000000003,19222,/content/drive/MyDrive/Colab_Notebooks/DERCo/outputs/runs/subject_ablation/cnn/nsubj12/seed003
cnn_0800_250hz_nsubj12_seed004,cnn,CNN-v1,12.0,12.0,4.0,"['HMK96', 'LYY64', 'MNY88', 'MRB47', 'NXB64', 'OLW10', 'QFT39', 'QPI83', 'RRO98', 'SAB93', 'UJM92', 'WJX11']",HMK96|LYY64|MNY88|MRB47|NXB64|OLW10|QFT39|QPI83|RRO98|SAB93|UJM92|WJX11,5.0,0.6126131648254718,0.5831329000562919,0.5841011475086293,0.6039093649713119,0.47700000000000004,0.47700000000000004,19541,/content/drive/MyDrive/Colab_Notebooks/DERCo/outputs/runs/subject_ablation/cnn/nsubj12/seed004
cnn_0800_250hz_nsubj12_seed005,cnn,CNN-v1,12.0,12.0,5.0,"['DGR11', 'LYY64', 'MNY88', 'MRB47', 'OLW10', 'RRO98', 'SAB93', 'SIT48', 'TRA37', 'UJM92', 'WHR08', 'WJX11']",DGR11|LYY64|MNY88|MRB47|OLW10|RRO98|SAB93|SIT48|TRA37|UJM92|WHR08|WJX11,5.0,0.6150607189085683,0.5818396479553505,0.5824772611377127,0.596353087443017,0.489,0.489,18634,/content/drive/MyDrive/Colab_Notebooks/DERCo/outputs/runs/subject_ablation/cnn/nsubj12/seed005
cnn_0800_250hz_nsubj14_seed001,cnn,CNN-v1,14.0,14.0,1.0,"['DGR11', 'HMK96', 'JPY86', 'LRK01', 'LYY64', 'MNY88', 'MRB47', 'NXB64', 'QFT39', 'RRO98', 'SAB93', 'SIT48', 'TRA37', 'WHR08']",DGR11|HMK96|JPY86|LRK01|LYY64|MNY88|MRB47|NXB64|QFT39|RRO98|SAB93|SIT48|TRA37|WHR08,5.0,0.5460019887532696,0.5309689851348871,0.5310056913395069,0.529609349836654,0.495,0.495,21796,/content/drive/MyDrive/Colab_Notebooks/DERCo/outputs/runs/subject_ablation/cnn/nsubj14/seed001
cnn_0800_250hz_nsubj14_seed002,cnn,CNN-v1,14.0,14.0,2.0,"['DGR11', 'HMK96', 'JPY86', 'LRK01', 'LYY64', 'OLW10', 'QPI83', 'RRO98', 'SAB93', 'SIT48', 'TRA37', 'UJM92', 'WHR08', 'WJX11']",DGR11|HMK96|JPY86|LRK01|LYY64|OLW10|QPI83|RRO98|SAB93|SIT48|TRA37|UJM92|WHR08|WJX11,5.0,0.5519620093837272,0.5389297719632961,0.5380423580607179,0.5037160179933503,0.499,0.499,22014,/content/drive/MyDrive/Colab_Notebooks/DERCo/outputs/runs/subject_ablation/cnn/nsubj14/seed002
cnn_0800_250hz_nsubj14_seed003,cnn,CNN-v1,14.0,14.0,3.0,"['DGR11', 'HMK96', 'LYY64', 'MRB47', 'NXB64', 'OLW10', 'QFT39', 'QPI83', 'SAB93', 'SIT48', 'TRA37', 'UJM92', 'WHR08', 'WJX11']",DGR11|HMK96|LYY64|MRB47|NXB64|OLW10|QFT39|QPI83|SAB93|SIT48|TRA37|UJM92|WHR08|WJX11,5.0,0.5580048967842208,0.5426968342304535,0.5427588936544616,0.5403695383063591,0.494,0.494,21922,/content/drive/MyDrive/Colab_Notebooks/DERCo/outputs/runs/subject_ablation/cnn/nsubj14/seed003
cnn_0800_250hz_nsubj14_seed004,cnn,CNN-v1,14.0,14.0,4.0,"['DGR11', 'LRK01', 'LYY64', 'MNY88', 'MRB47', 'OLW10', 'QFT39', 'QPI83', 'SAB93', 'SIT48', 'TRA37', 'UJM92', 'WHR08', 'WJX11']",DGR11|LRK01|LYY64|MNY88|MRB47|OLW10|QFT39|QPI83|SAB93|SIT48|TRA37|UJM92|WHR08|WJX11,5.0,0.5619618591871891,0.5452775975530633,0.5444214021752132,0.511305906962845,0.493,0.493,21578,/content/drive/MyDrive/Colab_Notebooks/DERCo/outputs/runs/subject_ablation/cnn/nsubj14/seed004
cnn_0800_250hz_nsubj14_seed005,cnn,CNN-v1,14.0,14.0,5.0,"['DGR11', 'LRK01', 'LYY64', 'MNY88', 'MRB47', 'NXB64', 'OLW10', 'QFT39', 'QPI83', 'RRO98', 'SAB93', 'SIT48', 'TRA37', 'UJM92']",DGR11|LRK01|LYY64|MNY88|MRB47|NXB64|OLW10|QFT39|QPI83|RRO98|SAB93|SIT48|TRA37|UJM92,5.0,0.5565029647783102,0.5414336786139885,0.5418999812446501,0.5516870547116548,0.482,0.482,21818,/content/drive/MyDrive/Colab_Notebooks/DERCo/outputs/runs/subject_ablation/cnn/nsubj14/seed005
cnn_0800_250hz_nsubj18_seed001,cnn,CNN-v1,18.0,18.0,1.0,"['DGR11', 'HMK96', 'JPY86', 'LRK01', 'LYY64', 'MNY88', 'MRB47', 'NXB64', 'OLW10', 'QFT39', 'QPI83', 'RRO98', 'SAB93', 'SIT48', 'TRA37', 'UJM92', 'WHR08', 'WJX11']",DGR11|HMK96|JPY86|LRK01|LYY64|MNY88|MRB47|NXB64|OLW10|QFT39|QPI83|RRO98|SAB93|SIT48|TRA37|UJM92|WHR08|WJX11,5.0,0.5535412781671566,0.5385459048292942,0.5387078369205616,0.5403671987877506,0.493,0.493,28265,/content/drive/MyDrive/Colab_Notebooks/DERCo/outputs/runs/subject_ablation/cnn/nsubj18/seed001
cnn_0800_250hz_nsubj18_seed002,cnn,CNN-v1,18.0,18.0,2.0,"['DGR11', 'HMK96', 'JPY86', 'LRK01', 'LYY64', 'MNY88', 'MRB47', 'NXB64', 'OLW10', 'QFT39', 'QPI83', 'RRO98', 'SAB93', 'SIT48', 'TRA37', 'UJM92', 'WHR08', 'WJX11']",DGR11|HMK96|JPY86|LRK01|LYY64|MNY88|MRB47|NXB64|OLW10|QFT39|QPI83|RRO98|SAB93|SIT48|TRA37|UJM92|WHR08|WJX11,5.0,0.5535412781671566,0.5385459048292942,0.5387078369205616,0.5403671987877506,0.493,0.493,28265,/content/drive/MyDrive/Colab_Notebooks/DERCo/outputs/runs/subject_ablation/cnn/nsubj18/seed002
cnn_0800_250hz_nsubj18_seed003,cnn,CNN-v1,18.0,18.0,3.0,"['DGR11', 'HMK96', 'JPY86', 'LRK01', 'LYY64', 'MNY88', 'MRB47', 'NXB64', 'OLW10', 'QFT39', 'QPI83', 'RRO98', 'SAB93', 'SIT48', 'TRA37', 'UJM92', 'WHR08', 'WJX11']",DGR11|HMK96|JPY86|LRK01|LYY64|MNY88|MRB47|NXB64|OLW10|QFT39|QPI83|RRO98|SAB93|SIT48|TRA37|UJM92|WHR08|WJX11,5.0,0.5535412781671566,0.5385459048292942,0.5387078369205616,0.5403671987877506,0.493,0.493,28265,/content/drive/MyDrive/Colab_Notebooks/DERCo/outputs/runs/subject_ablation/cnn/nsubj18/seed003
cnn_0800_250hz_nsubj18_seed004,cnn,CNN-v1,18.0,18.0,4.0,"['DGR11', 'HMK96', 'JPY86', 'LRK01', 'LYY64', 'MNY88', 'MRB47', 'NXB64', 'OLW10', 'QFT39', 'QPI83', 'RRO98', 'SAB93', 'SIT48', 'TRA37', 'UJM92', 'WHR08', 'WJX11']",DGR11|HMK96|JPY86|LRK01|LYY64|MNY88|MRB47|NXB64|OLW10|QFT39|QPI83|RRO98|SAB93|SIT48|TRA37|UJM92|WHR08|WJX11,5.0,0.5535412781671566,0.5385459048292942,0.5387078369205616,0.5403671987877506,0.493,0.493,28265,/content/drive/MyDrive/Colab_Notebooks/DERCo/outputs/runs/subject_ablation/cnn/nsubj18/seed004
cnn_0800_250hz_nsubj18_seed005,cnn,CNN-v1,18.0,18.0,5.0,"['DGR11', 'HMK96', 'JPY86', 'LRK01', 'LYY64', 'MNY88', 'MRB47', 'NXB64', 'OLW10', 'QFT39', 'QPI83', 'RRO98', 'SAB93', 'SIT48', 'TRA37', 'UJM92', 'WHR08', 'WJX11']",DGR11|HMK96|JPY86|LRK01|LYY64|MNY88|MRB47|NXB64|OLW10|QFT39|QPI83|RRO98|SAB93|SIT48|TRA37|UJM92|WHR08|WJX11,5.0,0.5535412781671566,0.5385459048292942,0.5387078369205616,0.5403671987877506,0.493,0.493,28265,/content/drive/MyDrive/Colab_Notebooks/DERCo/outputs/runs/subject_ablation/cnn/nsubj18/seed005
cnn_v2_0800_250hz_nsubj02_seed001,cnn_v2,CNN-v2,2.0,2.0,1.0,"['OLW10', 'QFT39']",OLW10|QFT39,2.0,0.5363964656224016,0.5331899200983405,0.533555733616821,0.5580448065173116,0.47500000000000003,0.47500000000000003,3254,/content/drive/MyDrive/Colab_Notebooks/DERCo/outputs/runs/subject_ablation/cnn_v2/0800/nsubj02/seed001
cnn_v2_0800_250hz_nsubj02_seed002,cnn_v2,CNN-v2,2.0,2.0,2.0,"['LYY64', 'TRA37']",LYY64|TRA37,2.0,0.5719799170486793,0.5615731785944552,0.5604403280631178,0.5224719101123596,0.502,0.502,3102,/content/drive/MyDrive/Colab_Notebooks/DERCo/outputs/runs/subject_ablation/cnn_v2/0800/nsubj02/seed002
cnn_v2_0800_250hz_nsubj02_seed003,cnn_v2,CNN-v2,2.0,2.0,3.0,"['HMK96', 'SIT48']",HMK96|SIT48,2.0,0.5515493278651173,0.5418532552531864,0.5414478430925799,0.5659268929503917,0.502,0.502,2903,/content/drive/MyDrive/Colab_Notebooks/DERCo/outputs/runs/subject_ablation/cnn_v2/0800/nsubj02/seed003
cnn_v2_0800_250hz_nsubj02_seed004,cnn_v2,CNN-v2,2.0,2.0,4.0,"['SAB93', 'WHR08']",SAB93|WHR08,2.0,0.51895632611141,0.5197792088316467,0.520081185503986,0.5280289330922242,0.541,0.541,3261,/content/drive/MyDrive/Colab_Notebooks/DERCo/outputs/runs/subject_ablation/cnn_v2/0800/nsubj02/seed004
cnn_v2_0800_250hz_nsubj02_seed005,cnn_v2,CNN-v2,2.0,2.0,5.0,"['RRO98', 'TRA37']",RRO98|TRA37,2.0,0.5991523679509382,0.5793977812995246,0.5797783518167449,0.5833594976452119,0.555,0.555,3155,/content/drive/MyDrive/Colab_Notebooks/DERCo/outputs/runs/subject_ablation/cnn_v2/0800/nsubj02/seed005
cnn_v2_0800_250hz_nsubj04_seed001,cnn_v2,CNN-v2,4.0,4.0,1.0,"['NXB64', 'OLW10', 'SAB93', 'WJX11']",NXB64|OLW10|SAB93|WJX11,4.0,0.5789443700596819,0.5544227886056972,0.5562201773381897,0.6030982905982906,0.429,0.429,6670,/content/drive/MyDrive/Colab_Notebooks/DERCo/outputs/runs/subject_ablation/cnn_v2/0800/nsubj04/seed001
cnn_v2_0800_250hz_nsubj04_seed002,cnn_v2,CNN-v2,4.0,4.0,2.0,"['HMK96', 'LYY64', 'MNY88', 'SAB93']",HMK96|LYY64|MNY88|SAB93,4.0,0.595683713676432,0.5736992052781527,0.5739642684649957,0.5899322082792442,0.497,0.497,6669,/content/drive/MyDrive/Colab_Notebooks/DERCo/outputs/runs/subject_ablation/cnn_v2/0800/nsubj04/seed002
cnn_v2_0800_250hz_nsubj04_seed003,cnn_v2,CNN-v2,4.0,4.0,3.0,"['HMK96', 'LRK01', 'LYY64', 'SAB93']",HMK96|LRK01|LYY64|SAB93,4.0,0.5640835323699798,0.5501454601133058,0.5491500631903058,0.4677536231884058,0.544,0.544,6531,/content/drive/MyDrive/Colab_Notebooks/DERCo/outputs/runs/subject_ablation/cnn_v2/0800/nsubj04/seed003
cnn_v2_0800_250hz_nsubj04_seed004,cnn_v2,CNN-v2,4.0,4.0,4.0,"['QFT39', 'QPI83', 'TRA37', 'UJM92']",QFT39|QPI83|TRA37|UJM92,4.0,0.5888233835784553,0.5757575757575758,0.5753399080959695,0.5616302186878728,0.498,0.498,6237,/content/drive/MyDrive/Colab_Notebooks/DERCo/outputs/runs/subject_ablation/cnn_v2/0800/nsubj04/seed004
cnn_v2_0800_250hz_nsubj04_seed005,cnn_v2,CNN-v2,4.0,4.0,5.0,"['DGR11', 'QPI83', 'SAB93', 'TRA37']",DGR11|QPI83|SAB93|TRA37,4.0,0.5735599796403059,0.5521099744245525,0.555863725862876,0.6052409129332206,0.458,0.458,6256,/content/drive/MyDrive/Colab_Notebooks/DERCo/outputs/runs/subject_ablation/cnn_v2/0800/nsubj04/seed005
cnn_v2_0800_250hz_nsubj06_seed001,cnn_v2,CNN-v2,6.0,6.0,1.0,"['DGR11', 'JPY86', 'MRB47', 'NXB64', 'RRO98', 'UJM92']",DGR11|JPY86|MRB47|NXB64|RRO98|UJM92,5.0,0.5878931216719059,0.5614888442423601,0.5627957995060453,0.57825689006407,0.47700000000000004,0.47700000000000004,9457,/content/drive/MyDrive/Colab_Notebooks/DERCo/outputs/runs/subject_ablation/cnn_v2/0800/nsubj06/seed001
cnn_v2_0800_250hz_nsubj06_seed002,cnn_v2,CNN-v2,6.0,6.0,2.0,"['HMK96', 'LRK01', 'LYY64', 'NXB64', 'QPI83', 'TRA37']",HMK96|LRK01|LYY64|NXB64|QPI83|TRA37,5.0,0.5999793532766363,0.5740178103719225,0.5754638617339751,0.6005109058754176,0.486,0.486,9545,/content/drive/MyDrive/Colab_Notebooks/DERCo/outputs/runs/subject_ablation/cnn_v2/0800/nsubj06/seed002
cnn_v2_0800_250hz_nsubj06_seed003,cnn_v2,CNN-v2,6.0,6.0,3.0,"['HMK96', 'JPY86', 'LRK01', 'QPI83', 'TRA37', 'WHR08']",HMK96|JPY86|LRK01|QPI83|TRA37|WHR08,5.0,0.6039331856533817,0.5794915984489444,0.5800463093628843,0.5890526315789474,0.47900000000000004,0.47900000000000004,9284,/content/drive/MyDrive/Colab_Notebooks/DERCo/outputs/runs/subject_ablation/cnn_v2/0800/nsubj06/seed003
cnn_v2_0800_250hz_nsubj06_seed004,cnn_v2,CNN-v2,6.0,6.0,4.0,"['OLW10', 'QFT39', 'SIT48', 'TRA37', 'UJM92', 'WJX11']",OLW10|QFT39|SIT48|TRA37|UJM92|WJX11,5.0,0.5967325489780331,0.5757875096037757,0.5759411902186091,0.5837372105546581,0.481,0.481,9111,/content/drive/MyDrive/Colab_Notebooks/DERCo/outputs/runs/subject_ablation/cnn_v2/0800/nsubj06/seed004
cnn_v2_0800_250hz_nsubj06_seed005,cnn_v2,CNN-v2,6.0,6.0,5.0,"['DGR11', 'NXB64', 'OLW10', 'QFT39', 'RRO98', 'SAB93']",DGR11|NXB64|OLW10|QFT39|RRO98|SAB93,5.0,0.5720525034329261,0.5568663036902601,0.5565433443534059,0.5435663101048914,0.505,0.505,9918,/content/drive/MyDrive/Colab_Notebooks/DERCo/outputs/runs/subject_ablation/cnn_v2/0800/nsubj06/seed005
