run_dir,run_name,model,window,sfreq,shuffle_labels,global_threshold,cv_balanced_accuracy_at_global_threshold,model_name,train_val_path,X_train_val_shape,y_train_val_shape,subjects_train_val_shape,n_all_unique_subjects,n_unique_subjects,n_selected_subjects_config,selected_subjects_config,random_seed,checkpoint_dir,cnn_kernel_len,eegnet_kernel_len,mean_fold_auc,std_fold_auc,mean_fold_bal_acc,std_fold_bal_acc,mean_best_epoch,oof_auc,oof_accuracy,oof_balanced_accuracy,oof_f1,n_oof_samples,threshold_used,n_subjects_requested,ablation_seed,n_selected_subjects,selected_subjects,n_folds,category,model_display,model_order,selected_subjects_key
/content/drive/MyDrive/Colab_Notebooks/DERCo/outputs/runs/subject_ablation/cnn/nsubj02/seed005,cnn_0800_250hz_nsubj02_seed005,cnn,0800,250,False,0.47600000000000003,0.528316240800503,cnn,/workspace/data/DERCo/inputs,"(3155, 32, 201)","(3155,)","(3155,)",18.0,2,2.0,"['RRO98', 'TRA37']",42,/workspace/data/DERCo/checkpoints/subject_ablation/cnn/nsubj02/seed005,31.0,,0.5407668269828465,0.007979181392416447,0.5108713245010723,0.003950209089635344,1.5,0.5248189445722766,0.5264659270998415,0.528316240800503,0.5651920838183935,3155,0.47600000000000003,2.0,5.0,2.0,"['RRO98', 'TRA37']",2.0,subject_ablation,CNN-v1,0,RRO98|TRA37
/content/drive/MyDrive/Colab_Notebooks/DERCo/outputs/runs/subject_ablation/cnn/nsubj04/seed001,cnn_0800_250hz_nsubj04_seed001,cnn,0800,250,False,0.497,0.5376155935162146,cnn,/workspace/data/DERCo/inputs,"(6670, 32, 201)","(6670,)","(6670,)",18.0,4,4.0,"['NXB64', 'OLW10', 'SAB93', 'WJX11']",42,/workspace/data/DERCo/checkpoints/subject_ablation/cnn/nsubj04/seed001,31.0,,0.5480811772353417,0.01190518113520686,0.5368140535798595,0.008361088909854425,1.75,0.544083335873776,0.5379310344827586,0.5376155935162146,0.5235003092145949,6670,0.497,4.0,1.0,4.0,"['NXB64', 'OLW10', 'SAB93', 'WJX11']",4.0,subject_ablation,CNN-v1,0,NXB64|OLW10|SAB93|WJX11
/content/drive/MyDrive/Colab_Notebooks/DERCo/outputs/runs/subject_ablation/cnn/nsubj04/seed002,cnn_0800_250hz_nsubj04_seed002,cnn,0800,250,False,0.489,0.542214441375477,cnn,/workspace/data/DERCo/inputs,"(6669, 32, 201)","(6669,)","(6669,)",18.0,4,4.0,"['HMK96', 'LYY64', 'MNY88', 'SAB93']",42,/workspace/data/DERCo/checkpoints/subject_ablation/cnn/nsubj04/seed002,31.0,,0.5646552563673549,0.022238842775282264,0.5393543648064415,0.022261273610813273,9.75,0.553401951887265,0.5420602789023842,0.542214441375477,0.5518051071323745,6669,0.489,4.0,2.0,4.0,"['HMK96', 'LYY64', 'MNY88', 'SAB93']",4.0,subject_ablation,CNN-v1,0,HMK96|LYY64|MNY88|SAB93
/content/drive/MyDrive/Colab_Notebooks/DERCo/outputs/runs/subject_ablation/cnn/nsubj04/seed003,cnn_0800_250hz_nsubj04_seed003,cnn,0800,250,False,0.494,0.5443888452698427,cnn,/workspace/data/DERCo/inputs,"(6531, 32, 201)","(6531,)","(6531,)",18.0,4,4.0,"['HMK96', 'LRK01', 'LYY64', 'SAB93']",42,/workspace/data/DERCo/checkpoints/subject_ablation/cnn/nsubj04/seed003,31.0,,0.5619160418796055,0.020148981163045865,0.5398100247099665,0.015702813419407515,7.0,0.5522010258249346,0.5444801714898178,0.5443888452698427,0.5363877201184354,6531,0.494,4.0,3.0,4.0,"['HMK96', 'LRK01', 'LYY64', 'SAB93']",4.0,subject_ablation,CNN-v1,0,HMK96|LRK01|LYY64|SAB93
/content/drive/MyDrive/Colab_Notebooks/DERCo/outputs/runs/subject_ablation/cnn/nsubj04/seed004,cnn_0800_250hz_nsubj04_seed004,cnn,0800,250,False,0.499,0.5576483307804436,cnn,/workspace/data/DERCo/inputs,"(6237, 32, 201)","(6237,)","(6237,)",18.0,4,4.0,"['QFT39', 'QPI83', 'TRA37', 'UJM92']",42,/workspace/data/DERCo/checkpoints/subject_ablation/cnn/nsubj04/seed004,31.0,,0.5750209322063446,0.01673334331988122,0.5548256499481018,0.012602320398544507,17.0,0.57272443912721,0.5602052268718936,0.5576483307804436,0.490432844138956,6237,0.499,4.0,4.0,4.0,"['QFT39', 'QPI83', 'TRA37', 'UJM92']",4.0,subject_ablation,CNN-v1,0,QFT39|QPI83|TRA37|UJM92
/content/drive/MyDrive/Colab_Notebooks/DERCo/outputs/runs/subject_ablation/cnn/nsubj04/seed005,cnn_0800_250hz_nsubj04_seed005,cnn,0800,250,False,0.502,0.5357722831421058,cnn,/workspace/data/DERCo/inputs,"(6256, 32, 201)","(6256,)","(6256,)",18.0,4,4.0,"['DGR11', 'QPI83', 'SAB93', 'TRA37']",42,/workspace/data/DERCo/checkpoints/subject_ablation/cnn/nsubj04/seed005,31.0,,0.5469502545847116,0.02008590801024157,0.5349419973798458,0.014442609311908723,4.25,0.5404065475417981,0.5393222506393862,0.5357722831421058,0.45540438397581257,6256,0.502,4.0,5.0,4.0,"['DGR11', 'QPI83', 'SAB93', 'TRA37']",4.0,subject_ablation,CNN-v1,0,DGR11|QPI83|SAB93|TRA37
/content/drive/MyDrive/Colab_Notebooks/DERCo/outputs/runs/subject_ablation/cnn/nsubj06/seed001,cnn_0800_250hz_nsubj06_seed001,cnn,0800,250,False,0.494,0.5293398337696056,cnn,/workspace/data/DERCo/inputs,"(9457, 32, 201)","(9457,)","(9457,)",18.0,6,6.0,"['DGR11', 'JPY86', 'MRB47', 'NXB64', 'RRO98', 'UJM92']",42,/workspace/data/DERCo/checkpoints/subject_ablation/cnn/nsubj06/seed001,31.0,,0.544799796289774,0.009582397346142543,0.5267478430128029,0.010925268216728736,3.4,0.5378969748187679,0.5321983715766099,0.5293398337696056,0.4623237724842003,9457,0.494,6.0,1.0,6.0,"['DGR11', 'JPY86', 'MRB47', 'NXB64', 'RRO98', 'UJM92']",5.0,subject_ablation,CNN-v1,0,DGR11|JPY86|MRB47|NXB64|RRO98|UJM92
/content/drive/MyDrive/Colab_Notebooks/DERCo/outputs/runs/subject_ablation/cnn/nsubj06/seed002,cnn_0800_250hz_nsubj06_seed002,cnn,0800,250,False,0.481,0.5445298129286522,cnn,/workspace/data/DERCo/inputs,"(9545, 32, 201)","(9545,)","(9545,)",18.0,6,6.0,"['HMK96', 'LRK01', 'LYY64', 'NXB64', 'QPI83', 'TRA37']",42,/workspace/data/DERCo/checkpoints/subject_ablation/cnn/nsubj06/seed002,31.0,,0.569055710970407,0.020327477129838456,0.542875565904988,0.011076166319713284,14.6,0.5592336090885286,0.5425877422734416,0.5445298129286522,0.5816404752778842,9545,0.481,6.0,2.0,6.0,"['HMK96', 'LRK01', 'LYY64', 'NXB64', 'QPI83', 'TRA37']",5.0,subject_ablation,CNN-v1,0,HMK96|LRK01|LYY64|NXB64|QPI83|TRA37
/content/drive/MyDrive/Colab_Notebooks/DERCo/outputs/runs/subject_ablation/cnn/nsubj06/seed003,cnn_0800_250hz_nsubj06_seed003,cnn,0800,250,False,0.491,0.5470726132295489,cnn,/workspace/data/DERCo/inputs,"(9284, 32, 201)","(9284,)","(9284,)",18.0,6,6.0,"['HMK96', 'JPY86', 'LRK01', 'QPI83', 'TRA37', 'WHR08']",42,/workspace/data/DERCo/checkpoints/subject_ablation/cnn/nsubj06/seed003,31.0,,0.5582400102372258,0.020373006564147048,0.5459331018249057,0.013709182394929277,6.8,0.55616906538273,0.5468548039638087,0.5470726132295489,0.5485567120935723,9284,0.491,6.0,3.0,6.0,"['HMK96', 'JPY86', 'LRK01', 'QPI83', 'TRA37', 'WHR08']",5.0,subject_ablation,CNN-v1,0,HMK96|JPY86|LRK01|QPI83|TRA37|WHR08
/content/drive/MyDrive/Colab_Notebooks/DERCo/outputs/runs/subject_ablation/cnn/nsubj06/seed004,cnn_0800_250hz_nsubj06_seed004,cnn,0800,250,False,0.496,0.5475854932017454,cnn,/workspace/data/DERCo/inputs,"(9111, 32, 201)","(9111,)","(9111,)",18.0,6,6.0,"['OLW10', 'QFT39', 'SIT48', 'TRA37', 'UJM92', 'WJX11']",42,/workspace/data/DERCo/checkpoints/subject_ablation/cnn/nsubj06/seed004,31.0,,0.5581126847038449,0.017103351416526028,0.5422880075573485,0.012960622845849838,10.2,0.5579264781354736,0.5473603336626056,0.5475854932017454,0.5605285592497868,9111,0.496,6.0,4.0,6.0,"['OLW10', 'QFT39', 'SIT48', 'TRA37', 'UJM92', 'WJX11']",5.0,subject_ablation,CNN-v1,0,OLW10|QFT39|SIT48|TRA37|UJM92|WJX11
/content/drive/MyDrive/Colab_Notebooks/DERCo/outputs/runs/subject_ablation/cnn/nsubj06/seed005,cnn_0800_250hz_nsubj06_seed005,cnn,0800,250,False,0.495,0.5385445206593822,cnn,/workspace/data/DERCo/inputs,"(9918, 32, 201)","(9918,)","(9918,)",18.0,6,6.0,"['DGR11', 'NXB64', 'OLW10', 'QFT39', 'RRO98', 'SAB93']",42,/workspace/data/DERCo/checkpoints/subject_ablation/cnn/nsubj06/seed005,31.0,,0.5562036210607543,0.023597298412417957,0.5389057058401721,0.020060274693495247,19.0,0.5505407875555612,0.5386166565839887,0.5385445206593822,0.5324887617490806,9918,0.495,6.0,5.0,6.0,"['DGR11', 'NXB64', 'OLW10', 'QFT39', 'RRO98', 'SAB93']",5.0,subject_ablation,CNN-v1,0,DGR11|NXB64|OLW10|QFT39|RRO98|SAB93
/content/drive/MyDrive/Colab_Notebooks/DERCo/outputs/runs/subject_ablation/cnn/nsubj08/seed001,cnn_0800_250hz_nsubj08_seed001,cnn,0800,250,False,0.5,0.535870943617359,cnn,/workspace/data/DERCo/inputs,"(12055, 32, 201)","(12055,)","(12055,)",18.0,8,8.0,"['DGR11', 'JPY86', 'MNY88', 'MRB47', 'QFT39', 'SIT48', 'WHR08', 'WJX11']",42,/workspace/data/DERCo/checkpoints/subject_ablation/cnn/nsubj08/seed001,31.0,,0.5558585653972075,0.02609666330796744,0.5392388238829267,0.019528966422616194,4.6,0.5509134606438241,0.5360431356283699,0.535870943617359,0.5249299244032957,12055,0.5,8.0,1.0,8.0,"['DGR11', 'JPY86', 'MNY88', 'MRB47', 'QFT39', 'SIT48', 'WHR08', 'WJX11']",5.0,subject_ablation,CNN-v1,0,DGR11|JPY86|MNY88|MRB47|QFT39|SIT48|WHR08|WJX11
/content/drive/MyDrive/Colab_Notebooks/DERCo/outputs/runs/subject_ablation/cnn/nsubj08/seed002,cnn_0800_250hz_nsubj08_seed002,cnn,0800,250,False,0.492,0.5388136560882631,cnn,/workspace/data/DERCo/inputs,"(12342, 32, 201)","(12342,)","(12342,)",18.0,8,8.0,"['HMK96', 'LRK01', 'LYY64', 'MRB47', 'NXB64', 'QFT39', 'SIT48', 'WJX11']",42,/workspace/data/DERCo/checkpoints/subject_ablation/cnn/nsubj08/seed002,31.0,,0.549666470463394,0.018986587297370648,0.5302980241313475,0.012113950458450535,1.8,0.5497981950080413,0.5388105655485335,0.5388136560882631,0.5370099235399381,12342,0.492,8.0,2.0,8.0,"['HMK96', 'LRK01', 'LYY64', 'MRB47', 'NXB64', 'QFT39', 'SIT48', 'WJX11']",5.0,subject_ablation,CNN-v1,0,HMK96|LRK01|LYY64|MRB47|NXB64|QFT39|SIT48|WJX11
/content/drive/MyDrive/Colab_Notebooks/DERCo/outputs/runs/subject_ablation/cnn/nsubj08/seed003,cnn_0800_250hz_nsubj08_seed003,cnn,0800,250,False,0.499,0.5335062111169411,cnn,/workspace/data/DERCo/inputs,"(12621, 32, 201)","(12621,)","(12621,)",18.0,8,8.0,"['HMK96', 'JPY86', 'LRK01', 'OLW10', 'QPI83', 'SAB93', 'TRA37', 'WHR08']",42,/workspace/data/DERCo/checkpoints/subject_ablation/cnn/nsubj08/seed003,31.0,,0.5493010356188793,0.016472913698612864,0.5310211341458211,0.010326400427269655,5.2,0.5437937055691705,0.5348229141906347,0.5335062111169411,0.4859469398476491,12621,0.499,8.0,3.0,8.0,"['HMK96', 'JPY86', 'LRK01', 'OLW10', 'QPI83', 'SAB93', 'TRA37', 'WHR08']",5.0,subject_ablation,CNN-v1,0,HMK96|JPY86|LRK01|OLW10|QPI83|SAB93|TRA37|WHR08
/content/drive/MyDrive/Colab_Notebooks/DERCo/outputs/runs/subject_ablation/cnn/nsubj08/seed004,cnn_0800_250hz_nsubj08_seed004,cnn,0800,250,False,0.485,0.5374354321722803,cnn,/workspace/data/DERCo/inputs,"(12601, 32, 201)","(12601,)","(12601,)",18.0,8,8.0,"['HMK96', 'NXB64', 'RRO98', 'SAB93', 'SIT48', 'TRA37', 'UJM92', 'WHR08']",42,/workspace/data/DERCo/checkpoints/subject_ablation/cnn/nsubj08/seed004,31.0,,0.5464156892553268,0.01949695188067355,0.5310820065527753,0.012830296478037575,16.8,0.5431753531360739,0.5363066423299738,0.5374354321722803,0.5707779328582973,12601,0.485,8.0,4.0,8.0,"['HMK96', 'NXB64', 'RRO98', 'SAB93', 'SIT48', 'TRA37', 'UJM92', 'WHR08']",5.0,subject_ablation,CNN-v1,0,HMK96|NXB64|RRO98|SAB93|SIT48|TRA37|UJM92|WHR08
/content/drive/MyDrive/Colab_Notebooks/DERCo/outputs/runs/subject_ablation/cnn/nsubj08/seed005,cnn_0800_250hz_nsubj08_seed005,cnn,0800,250,False,0.489,0.5592218523067428,cnn,/workspace/data/DERCo/inputs,"(12826, 32, 201)","(12826,)","(12826,)",18.0,8,8.0,"['DGR11', 'MNY88', 'NXB64', 'OLW10', 'QFT39', 'QPI83', 'RRO98', 'TRA37']",42,/workspace/data/DERCo/checkpoints/subject_ablation/cnn/nsubj08/seed005,31.0,,0.5797101811563857,0.011256426816113756,0.5595268024155784,0.008897789882657941,30.8,0.5782351901099051,0.5590987057539373,0.5592218523067428,0.5571305505521185,12826,0.489,8.0,5.0,8.0,"['DGR11', 'MNY88', 'NXB64', 'OLW10', 'QFT39', 'QPI83', 'RRO98', 'TRA37']",5.0,subject_ablation,CNN-v1,0,DGR11|MNY88|NXB64|OLW10|QFT39|QPI83|RRO98|TRA37
/content/drive/MyDrive/Colab_Notebooks/DERCo/outputs/runs/subject_ablation/cnn/nsubj10/seed001,cnn_0800_250hz_nsubj10_seed001,cnn,0800,250,False,0.498,0.5406047791172351,cnn,/workspace/data/DERCo/inputs,"(16223, 32, 201)","(16223,)","(16223,)",18.0,10,10.0,"['DGR11', 'JPY86', 'LYY64', 'MNY88', 'OLW10', 'RRO98', 'SAB93', 'UJM92', 'WHR08', 'WJX11']",42,/workspace/data/DERCo/checkpoints/subject_ablation/cnn/nsubj10/seed001,31.0,,0.5594798724057972,0.004437536853444905,0.5398861529634902,0.009124001504967788,19.2,0.5549764482723919,0.5413918510756334,0.5406047791172351,0.5107837980010521,16223,0.498,10.0,1.0,10.0,"['DGR11', 'JPY86', 'LYY64', 'MNY88', 'OLW10', 'RRO98', 'SAB93', 'UJM92', 'WHR08', 'WJX11']",5.0,subject_ablation,CNN-v1,0,DGR11|JPY86|LYY64|MNY88|OLW10|RRO98|SAB93|UJM92|WHR08|WJX11
/content/drive/MyDrive/Colab_Notebooks/DERCo/outputs/runs/subject_ablation/cnn/nsubj10/seed002,cnn_0800_250hz_nsubj10_seed002,cnn,0800,250,False,0.495,0.5428582156683854,cnn,/workspace/data/DERCo/inputs,"(15825, 32, 201)","(15825,)","(15825,)",18.0,10,10.0,"['HMK96', 'JPY86', 'LRK01', 'MNY88', 'MRB47', 'NXB64', 'QPI83', 'RRO98', 'UJM92', 'WHR08']",42,/workspace/data/DERCo/checkpoints/subject_ablation/cnn/nsubj10/seed002,31.0,,0.5602038380837873,0.014945615129174288,0.5414410626528338,0.011273655256791068,7.8,0.5546297888182482,0.5435071090047393,0.5428582156683854,0.5220325526002382,15825,0.495,10.0,2.0,10.0,"['HMK96', 'JPY86', 'LRK01', 'MNY88', 'MRB47', 'NXB64', 'QPI83', 'RRO98', 'UJM92', 'WHR08']",5.0,subject_ablation,CNN-v1,0,HMK96|JPY86|LRK01|MNY88|MRB47|NXB64|QPI83|RRO98|UJM92|WHR08
/content/drive/MyDrive/Colab_Notebooks/DERCo/outputs/runs/subject_ablation/cnn/nsubj10/seed003,cnn_0800_250hz_nsubj10_seed003,cnn,0800,250,False,0.502,0.5352740754184115,cnn,/workspace/data/DERCo/inputs,"(15949, 32, 201)","(15949,)","(15949,)",18.0,10,10.0,"['DGR11', 'HMK96', 'JPY86', 'NXB64', 'QFT39', 'RRO98', 'SAB93', 'SIT48', 'WHR08', 'WJX11']",42,/workspace/data/DERCo/checkpoints/subject_ablation/cnn/nsubj10/seed003,31.0,,0.5537252669972202,0.02394311424498886,0.534589258640961,0.018235896897321285,14.4,0.5473085488657703,0.5355821681610132,0.5352740754184115,0.5181185349033895,15949,0.502,10.0,3.0,10.0,"['DGR11', 'HMK96', 'JPY86', 'NXB64', 'QFT39', 'RRO98', 'SAB93', 'SIT48', 'WHR08', 'WJX11']",5.0,subject_ablation,CNN-v1,0,DGR11|HMK96|JPY86|NXB64|QFT39|RRO98|SAB93|SIT48|WHR08|WJX11
/content/drive/MyDrive/Colab_Notebooks/DERCo/outputs/runs/subject_ablation/cnn/nsubj10/seed004,cnn_0800_250hz_nsubj10_seed004,cnn,0800,250,False,0.499,0.536497429431662,cnn,/workspace/data/DERCo/inputs,"(15677, 32, 201)","(15677,)","(15677,)",18.0,10,10.0,"['HMK96', 'MRB47', 'NXB64', 'QFT39', 'QPI83', 'RRO98', 'SAB93', 'SIT48', 'TRA37', 'WJX11']",42,/workspace/data/DERCo/checkpoints/subject_ablation/cnn/nsubj10/seed004,31.0,,0.546877195769029,0.020209758879085063,0.5343607335230725,0.013853019851765003,7.8,0.5410935088611868,0.5374114945461504,0.536497429431662,0.4995169082125604,15677,0.499,10.0,4.0,10.0,"['HMK96', 'MRB47', 'NXB64', 'QFT39', 'QPI83', 'RRO98', 'SAB93', 'SIT48', 'TRA37', 'WJX11']",5.0,subject_ablation,CNN-v1,0,HMK96|MRB47|NXB64|QFT39|QPI83|RRO98|SAB93|SIT48|TRA37|WJX11
/content/drive/MyDrive/Colab_Notebooks/DERCo/outputs/runs/subject_ablation/cnn/nsubj10/seed005,cnn_0800_250hz_nsubj10_seed005,cnn,0800,250,False,0.47400000000000003,0.533703469985954,cnn,/workspace/data/DERCo/inputs,"(15820, 32, 201)","(15820,)","(15820,)",18.0,10,10.0,"['DGR11', 'LYY64', 'MRB47', 'NXB64', 'OLW10', 'QFT39', 'SAB93', 'TRA37', 'WHR08', 'WJX11']",42,/workspace/data/DERCo/checkpoints/subject_ablation/cnn/nsubj10/seed005,31.0,,0.5502679604129332,0.01563740608259894,0.528619591819153,0.009651263181799237,10.6,0.5474207549877712,0.5316055625790139,0.533703469985954,0.5787379192723138,15820,0.47400000000000003,10.0,5.0,10.0,"['DGR11', 'LYY64', 'MRB47', 'NXB64', 'OLW10', 'QFT39', 'SAB93', 'TRA37', 'WHR08', 'WJX11']",5.0,subject_ablation,CNN-v1,0,DGR11|LYY64|MRB47|NXB64|OLW10|QFT39|SAB93|TRA37|WHR08|WJX11
/content/drive/MyDrive/Colab_Notebooks/DERCo/outputs/runs/subject_ablation/cnn/nsubj14/seed001,cnn_0800_250hz_nsubj14_seed001,cnn,0800,250,False,0.495,0.5310056913395069,cnn,/workspace/data/DERCo/inputs,"(21796, 32, 201)","(21796,)","(21796,)",18.0,14,14.0,"['DGR11', 'HMK96', 'JPY86', 'LRK01', 'LYY64', 'MNY88', 'MRB47', 'NXB64', 'QFT39', 'RRO98', 'SAB93', 'SIT48', 'TRA37', 'WHR08']",42,/workspace/data/DERCo/checkpoints/subject_ablation/cnn/nsubj14/seed001,31.0,,0.5486917111984726,0.01029524085401818,0.531163090120824,0.008831749823339806,3.6,0.5460019887532696,0.5309689851348871,0.5310056913395069,0.529609349836654,21796,0.495,14.0,1.0,14.0,"['DGR11', 'HMK96', 'JPY86', 'LRK01', 'LYY64', 'MNY88', 'MRB47', 'NXB64', 'QFT39', 'RRO98', 'SAB93', 'SIT48', 'TRA37', 'WHR08']",5.0,subject_ablation,CNN-v1,0,DGR11|HMK96|JPY86|LRK01|LYY64|MNY88|MRB47|NXB64|QFT39|RRO98|SAB93|SIT48|TRA37|WHR08
/content/drive/MyDrive/Colab_Notebooks/DERCo/outputs/runs/subject_ablation/cnn/nsubj14/seed002,cnn_0800_250hz_nsubj14_seed002,cnn,0800,250,False,0.499,0.5380423580607179,cnn,/workspace/data/DERCo/inputs,"(22014, 32, 201)","(22014,)","(22014,)",18.0,14,14.0,"['DGR11', 'HMK96', 'JPY86', 'LRK01', 'LYY64', 'OLW10', 'QPI83', 'RRO98', 'SAB93', 'SIT48', 'TRA37', 'UJM92', 'WHR08', 'WJX11']",42,/workspace/data/DERCo/checkpoints/subject_ablation/cnn/nsubj14/seed002,31.0,,0.5547481424362346,0.011083297588658347,0.536388964100001,0.005415537967802213,10.0,0.5519620093837272,0.5389297719632961,0.5380423580607179,0.5037160179933503,22014,0.499,14.0,2.0,14.0,"['DGR11', 'HMK96', 'JPY86', 'LRK01', 'LYY64', 'OLW10', 'QPI83', 'RRO98', 'SAB93', 'SIT48', 'TRA37', 'UJM92', 'WHR08', 'WJX11']",5.0,subject_ablation,CNN-v1,0,DGR11|HMK96|JPY86|LRK01|LYY64|OLW10|QPI83|RRO98|SAB93|SIT48|TRA37|UJM92|WHR08|WJX11
/content/drive/MyDrive/Colab_Notebooks/DERCo/outputs/runs/subject_ablation/cnn/nsubj14/seed003,cnn_0800_250hz_nsubj14_seed003,cnn,0800,250,False,0.494,0.5427588936544616,cnn,/workspace/data/DERCo/inputs,"(21922, 32, 201)","(21922,)","(21922,)",18.0,14,14.0,"['DGR11', 'HMK96', 'LYY64', 'MRB47', 'NXB64', 'OLW10', 'QFT39', 'QPI83', 'SAB93', 'SIT48', 'TRA37', 'UJM92', 'WHR08', 'WJX11']",42,/workspace/data/DERCo/checkpoints/subject_ablation/cnn/nsubj14/seed003,31.0,,0.5614266138905534,0.015440416610178,0.5413441814962257,0.006385694783814148,23.8,0.5580048967842208,0.5426968342304535,0.5427588936544616,0.5403695383063591,21922,0.494,14.0,3.0,14.0,"['DGR11', 'HMK96', 'LYY64', 'MRB47', 'NXB64', 'OLW10', 'QFT39', 'QPI83', 'SAB93', 'SIT48', 'TRA37', 'UJM92', 'WHR08', 'WJX11']",5.0,subject_ablation,CNN-v1,0,DGR11|HMK96|LYY64|MRB47|NXB64|OLW10|QFT39|QPI83|SAB93|SIT48|TRA37|UJM92|WHR08|WJX11
/content/drive/MyDrive/Colab_Notebooks/DERCo/outputs/runs/subject_ablation/cnn/nsubj14/seed004,cnn_0800_250hz_nsubj14_seed004,cnn,0800,250,False,0.493,0.5444214021752132,cnn,/workspace/data/DERCo/inputs,"(21578, 32, 201)","(21578,)","(21578,)",18.0,14,14.0,"['DGR11', 'LRK01', 'LYY64', 'MNY88', 'MRB47', 'OLW10', 'QFT39', 'QPI83', 'SAB93', 'SIT48', 'TRA37', 'UJM92', 'WHR08', 'WJX11']",42,/workspace/data/DERCo/checkpoints/subject_ablation/cnn/nsubj14/seed004,31.0,,0.5658037289445567,0.022242712601972657,0.5438287792043209,0.017311231692751186,21.0,0.5619618591871891,0.5452775975530633,0.5444214021752132,0.511305906962845,21578,0.493,14.0,4.0,14.0,"['DGR11', 'LRK01', 'LYY64', 'MNY88', 'MRB47', 'OLW10', 'QFT39', 'QPI83', 'SAB93', 'SIT48', 'TRA37', 'UJM92', 'WHR08', 'WJX11']",5.0,subject_ablation,CNN-v1,0,DGR11|LRK01|LYY64|MNY88|MRB47|OLW10|QFT39|QPI83|SAB93|SIT48|TRA37|UJM92|WHR08|WJX11
/content/drive/MyDrive/Colab_Notebooks/DERCo/outputs/runs/subject_ablation/cnn/nsubj14/seed005,cnn_0800_250hz_nsubj14_seed005,cnn,0800,250,False,0.482,0.5418999812446501,cnn,/workspace/data/DERCo/inputs,"(21818, 32, 201)","(21818,)","(21818,)",18.0,14,14.0,"['DGR11', 'LRK01', 'LYY64', 'MNY88', 'MRB47', 'NXB64', 'OLW10', 'QFT39', 'QPI83', 'RRO98', 'SAB93', 'SIT48', 'TRA37', 'UJM92']",42,/workspace/data/DERCo/checkpoints/subject_ablation/cnn/nsubj14/seed005,31.0,,0.5617110780986261,0.021827309586903876,0.5409434063535092,0.01836586520695139,11.8,0.5565029647783102,0.5414336786139885,0.5418999812446501,0.5516870547116548,21818,0.482,14.0,5.0,14.0,"['DGR11', 'LRK01', 'LYY64', 'MNY88', 'MRB47', 'NXB64', 'OLW10', 'QFT39', 'QPI83', 'RRO98', 'SAB93', 'SIT48', 'TRA37', 'UJM92']",5.0,subject_ablation,CNN-v1,0,DGR11|LRK01|LYY64|MNY88|MRB47|NXB64|OLW10|QFT39|QPI83|RRO98|SAB93|SIT48|TRA37|UJM92
/content/drive/MyDrive/Colab_Notebooks/DERCo/outputs/runs/subject_ablation/cnn/nsubj18/seed001,cnn_0800_250hz_nsubj18_seed001,cnn,0800,250,False,0.493,0.5387078369205616,cnn,/workspace/data/DERCo/inputs,"(28265, 32, 201)","(28265,)","(28265,)",18.0,18,18.0,"['DGR11', 'HMK96', 'JPY86', 'LRK01', 'LYY64', 'MNY88', 'MRB47', 'NXB64', 'OLW10', 'QFT39', 'QPI83', 'RRO98', 'SAB93', 'SIT48', 'TRA37', 'UJM92', 'WHR08', 'WJX11']",42,/workspace/data/DERCo/checkpoints/subject_ablation/cnn/nsubj18/seed001,31.0,,0.5588212958922987,0.005162743301142002,0.5369833821033607,0.008613670064427925,14.4,0.5535412781671566,0.5385459048292942,0.5387078369205616,0.5403671987877506,28265,0.493,18.0,1.0,18.0,"['DGR11', 'HMK96', 'JPY86', 'LRK01', 'LYY64', 'MNY88', 'MRB47', 'NXB64', 'OLW10', 'QFT39', 'QPI83', 'RRO98', 'SAB93', 'SIT48', 'TRA37', 'UJM92', 'WHR08', 'WJX11']",5.0,subject_ablation,CNN-v1,0,DGR11|HMK96|JPY86|LRK01|LYY64|MNY88|MRB47|NXB64|OLW10|QFT39|QPI83|RRO98|SAB93|SIT48|TRA37|UJM92|WHR08|WJX11
/content/drive/MyDrive/Colab_Notebooks/DERCo/outputs/runs/subject_ablation/cnn/nsubj18/seed002,cnn_0800_250hz_nsubj18_seed002,cnn,0800,250,False,0.493,0.5387078369205616,cnn,/workspace/data/DERCo/inputs,"(28265, 32, 201)","(28265,)","(28265,)",18.0,18,18.0,"['DGR11', 'HMK96', 'JPY86', 'LRK01', 'LYY64', 'MNY88', 'MRB47', 'NXB64', 'OLW10', 'QFT39', 'QPI83', 'RRO98', 'SAB93', 'SIT48', 'TRA37', 'UJM92', 'WHR08', 'WJX11']",42,/workspace/data/DERCo/checkpoints/subject_ablation/cnn/nsubj18/seed002,31.0,,0.5588212958922987,0.005162743301142002,0.5369833821033607,0.008613670064427925,14.4,0.5535412781671566,0.5385459048292942,0.5387078369205616,0.5403671987877506,28265,0.493,18.0,2.0,18.0,"['DGR11', 'HMK96', 'JPY86', 'LRK01', 'LYY64', 'MNY88', 'MRB47', 'NXB64', 'OLW10', 'QFT39', 'QPI83', 'RRO98', 'SAB93', 'SIT48', 'TRA37', 'UJM92', 'WHR08', 'WJX11']",5.0,subject_ablation,CNN-v1,0,DGR11|HMK96|JPY86|LRK01|LYY64|MNY88|MRB47|NXB64|OLW10|QFT39|QPI83|RRO98|SAB93|SIT48|TRA37|UJM92|WHR08|WJX11
